identifiant,type_de_logement,zonage_classification,facade_en_pieds,superficie_du_lot_pieds,type_de_route,acces_a_une_allee,forme_du_lot,topographie_du_terrain,services_publics_disponibles,configuration_du_lot,inclinaison_du_terrain,quartier,proximite_1ere_condition,proximite_2e_condition,type_de_batiment,style_de_maison,qualite_globale,etat_general,annee_de_construction,annee_de_renovation,style_de_toit,materiau_du_toit,revetement_exterieur_1,revetement_exterieur_2,type_de_parement_en_maconnerie,surface_de_parement_pieds,qualite_exterieure,etat_exterieur,type_de_fondation,qualite_du_sous_sol,etat_general_du_sous_sol,exposition_du_sous_sol,type_de_finition_sous_sol_1,surface_finie_sous_sol,type_de_finition_sous_sol_2,surface_finie_sous_sol_2,surface_non_finie_sous_sol,total_surface_sous_sol,type_de_chauffage,qualite_du_chauffage,climatisation_centrale,systeme_electrique,surface_du_premier_etage,surface_du_deuxieme_etage,surface_finie_basse_qualite_pieds,surface_habitable_totale,salles_de_bain_completes_sous_sol,demi_salles_de_bain_sous_sol,salles_de_bain_completes,demi_salles_de_bain,chambres_hors_sous_sol,cuisines_hors_sous_sol,qualite_de_la_cuisine,total_des_pieces_hors_sous_sol,fonctionnalite_globale,nombre_de_cheminees,qualite_de_la_cheminee,type_de_garage,annee_de_construction_du_garage,finition_interieure_du_garage,capacite_du_garage_voitures,surface_du_garage,qualite_du_garage,condition_du_garage,allee_pavee,surface_du_deck_en_bois,surface_du_porche_ouvert,porche_ferme,porche_trois_saisons,porche_screen,surface_de_la_piscine_pieds,qualite_de_la_piscine,cloture,caracteristiques_supplementaires,valeur_des_caracteristiques_supplementaires,mois_de_vente,annee_de_vente,type_de_vente,condition_de_la_vente,prix_de_vente,prix_de_vente_log,age_maison,age_renovation,age_garage,surface_totale,surface_totale_porches,total_salles_bain,presence_garage
634,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,80,9250,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Bon,1954,2005,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Partiellement fini,480,Fini - Qualité inférieure,468,108,1056.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1056,0,0,1056,0,1,1,0,3,1,Moyen,6,Typ,0,NA,Attaché à la maison,1954.0,Non aménagé,1,260,Moyen,Moyen,Pavé,390,0,0,0,0,0,NA,NA,NA,0,Juillet,2007,Acte de garantie - Conventionnel,Vente normale,139400,11.84510995088398,53,2,53.0,2112.0,0,1.5,1
635,DUPLEX - TOUS STYLES ET ÂGES,Résidentiel basse densité,64,6979,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Duplex,Foyer divisé,Au-dessus de la moyenne,Moyenne,1980,1980,Pignon,Bardeau composite standard,Contreplaqué,Contreplaqué,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Excellent,1056,Non fini,0,0,1056.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1056,0,0,1056,2,0,0,0,0,2,Moyen,4,Typ,0,NA,Détaché de la maison,1980.0,Non aménagé,2,576,Moyen,Moyen,Pavé,264,56,0,0,0,0,NA,Bonne intimité,Abri,600,Juin,2010,Acte de garantie - Conventionnel,Vente normale,144000,11.87757552297847,30,30,30.0,2112.0,56,2.0,1
636,CONVERSION 2 FAMILLES - TOUS STYLES ET ÂGES,Résidentiel haute densité,60,10896,Pavé,Pavé,Régulier,Bordure - Montée rapide,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sud et Ouest de l'Université d'État de l'Iowa,Proche d'une route secondaire,Normale,Conversion deux familles,"Deux étages et demi, aménagé",Au-dessus de la moyenne,Bon,1914,1995,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Médiocre,Moyen,CBlock,Moyen,Médiocre,Aucune exposition,Fini - Qualité inférieure,256,Non fini,0,1184,1440.0,Chauffage à gaz,Excellent,Oui,Fusibles anciens,1440,1440,515,3395,0,0,2,0,8,2,Médiocre,14,Typ,0,NA,NA,,NA,0,0,NA,NA,Gravier/Terre,0,110,0,0,0,0,NA,NA,NA,0,Mars,2007,Acte de garantie - Conventionnel,Vente anormale,200000,12.206077645517674,93,12,0.0,4320.0,110,2.0,0
637,1 ÉTAGE 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,51,6120,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Brookside,Normale,Normale,Maison individuelle,Un étage,Mauvais,Médiocre,1936,1950,Pignon,Bardeau composite standard,Bardeaux en amiante,Bardeaux en amiante,Aucune,0,Médiocre,Médiocre,BrkTil,Moyen,Médiocre,Aucune exposition,Non fini,0,Non fini,0,264,264.0,Gravité,Médiocre,Non,Fusibles anciens,800,0,0,800,0,0,1,0,1,1,Médiocre,4,Maj1,1,Mauvais - Poêle de type Ben Franklin,NA,,NA,0,0,NA,NA,Gravier/Terre,0,0,0,0,0,0,NA,NA,NA,0,Janvier,2009,Contrat - Acompte faible et faible taux d'intérêt,Vente normale,60000,11.002116507732016,73,59,0.0,1064.0,0,1.0,0
638,CONVERSION 2 FAMILLES - TOUS STYLES ET ÂGES,Résidentiel densité moyenne,50,6000,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Conversion deux familles,"Un étage et demi, aménagé",Moyenne,En dessous de la moyenne,1954,1954,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,811,811.0,Chauffage à gaz,Moyen,Oui,Fusibles anciens,811,576,0,1387,0,0,2,0,3,2,Bon,7,Typ,0,NA,"Garage intégré (fait partie de la maison, souvent avec une pièce au-dessus)",1954.0,Non aménagé,1,256,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Novembre,2009,Acte de garantie - Conventionnel,Vente normale,93000,11.440365524765756,55,55,55.0,2198.0,0,2.0,1
639,1 ÉTAGE 1945 ET PLUS ANCIEN,Résidentiel basse densité,67,8777,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Proche d'une route secondaire,Normale,Maison individuelle,Un étage,Moyenne,Bon,1910,1950,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement en bois,Aucune,0,Moyen,Moyen,CBlock,Médiocre,Moyen,Aucune exposition,Non fini,0,Non fini,0,796,796.0,Chauffage à gaz,Bon,Oui,Fusibles anciens,796,0,0,796,0,0,1,0,2,1,Moyen,4,Typ,0,NA,NA,,NA,0,0,NA,NA,Pavement partiel,328,0,164,0,0,0,NA,Intimité minimale,NA,0,Mai,2008,Acte de garantie - Conventionnel,Vente normale,85000,11.350418300109132,98,58,0.0,1592.0,164,1.0,0
640,1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel basse densité,53,3982,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Bloomington Heights,Normale,Normale,Maison de ville (bout),Un étage,Très bon,Moyenne,2006,2006,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Moyen,PConc,Bon,Bon,Exposition au niveau moyen,Fini - Excellent,1154,Non fini,0,366,1520.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1567,0,0,1567,1,0,2,0,1,1,Excellent,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2006.0,Aménagé,3,648,Moyen,Moyen,Pavé,312,0,0,0,0,0,NA,NA,NA,0,Octobre,2006,Maison neuve construite et vendue,Maison incomplète,264561,12.485830907348902,0,0,0.0,3087.0,0,3.0,1
641,1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel basse densité,62,12677,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge Heights,Normale,Normale,Maison de ville (bout),Un étage,Très bon,Moyenne,2003,2004,Pente,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Briques en façade,472,Excellent,Moyen,PConc,Excellent,Moyen,Bonne exposition,Fini - Excellent,1218,Non fini,0,300,1518.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1518,0,0,1518,0,0,1,1,1,1,Excellent,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2003.0,Partiellement aménagé,2,588,Moyen,Moyen,Pavé,185,140,0,0,0,0,NA,NA,NA,0,Avril,2008,Acte de garantie - Conventionnel,Vente normale,274000,12.520887034998584,5,4,5.0,3036.0,140,1.5,1
642,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel flottant,NA,7050,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,2001,2001,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,738,Non fini,0,319,1057.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1057,872,0,1929,1,0,2,1,3,1,Bon,7,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,2001.0,Aménagé,2,650,Moyen,Moyen,Pavé,0,235,0,0,0,0,NA,NA,NA,0,Mai,2007,Acte de garantie - Conventionnel,Vente normale,226000,12.328294703023394,6,6,6.0,2986.0,235,3.5,1
643,NIVEAUX MULTIPLES OU PARTIELS,Résidentiel basse densité,75,13860,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Niveaux divisés,Très bon,Bon,1972,1995,Pignon,Bardeau composite standard,Contreplaqué,Revêtement en bois,Aucune,0,Bon,Moyen,CBlock,Bon,Moyen,Bonne exposition,Fini - Excellent,1410,Non fini,0,542,1952.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,2000,704,0,2704,1,0,2,1,4,1,Excellent,9,Typ,3,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1972.0,Aménagé,2,538,Moyen,Moyen,Pavé,269,111,0,0,0,0,NA,Intimité minimale,NA,0,Juillet,2009,Acte de garantie - Conventionnel,Vente normale,345000,12.75130259456002,37,14,37.0,4656.0,111,3.5,1
644,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,80,10793,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northwest Ames,Adjacente à une voie ferrée nord-sud,Normale,Maison individuelle,Deux étages,Moyenne,Moyenne,1969,1969,Mansardé,Bardeau composite standard,Bardeaux en bois,Panneau dur,Briques en façade,263,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,493,Partiellement fini,287,0,780.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,780,840,0,1620,0,0,2,1,4,1,Moyen,7,Min1,0,NA,Attaché à la maison,1969.0,Aménagé,2,462,Moyen,Moyen,Pavé,208,0,0,0,0,0,NA,Bonne qualité en bois,NA,0,Avril,2007,Acte de garantie - Conventionnel,Vente normale,152000,11.93164237875414,38,38,38.0,2400.0,0,2.5,1
645,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel flottant,85,9187,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison individuelle,Un étage,Excellent,Moyenne,2009,2009,Pignon,Bardeau composite standard,Panneau de ciment,Panneau de ciment,Pierre,162,Excellent,Moyen,PConc,Excellent,Moyen,Exposition moyenne,Fini - Excellent,1121,Non fini,0,645,1766.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1766,0,0,1766,1,0,2,1,2,1,Excellent,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2009.0,Aménagé,3,478,Moyen,Moyen,Pavé,195,130,0,0,0,0,NA,NA,NA,0,Octobre,2009,Maison neuve construite et vendue,Maison incomplète,370878,12.823631142839984,0,0,0.0,3532.0,130,3.5,1
646,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,NA,10530,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,1971,1971,Pente,Bardeau composite standard,Contreplaqué,Contreplaqué,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,282,Fini - Qualité inférieure,35,664,981.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,981,0,0,981,1,0,1,1,3,1,Moyen,5,Typ,0,NA,Détaché de la maison,1979.0,Non aménagé,2,576,Moyen,Moyen,Pavé,0,312,40,0,0,0,NA,NA,NA,0,Mars,2007,Acte de garantie - Conventionnel,Vente normale,143250,11.872353615355411,36,36,28.0,1962.0,352,2.5,1
647,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,60,7200,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Moyenne,1950,1950,Pente,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Moyen,Moyen,CBlock,NA,NA,NA,NA,0,NA,0,0,0.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1048,0,0,1048,0,0,1,0,3,1,Moyen,7,Min1,0,NA,Détaché de la maison,1950.0,Non aménagé,2,420,Moyen,Moyen,Pavé,0,27,0,0,0,0,NA,NA,NA,0,Juillet,2008,Acte de garantie - Conventionnel,Vente normale,98300,11.495789479023491,58,58,58.0,1048.0,27,1.0,1
648,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,85,10452,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,1953,1953,Pente,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Pierre,216,Moyen,Moyen,CBlock,Moyen,Moyen,Exposition moyenne,Fini - Salle de jeux,500,Non fini,0,594,1094.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1094,0,0,1094,0,0,1,0,3,1,Moyen,5,Typ,2,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,1953.0,Partiellement aménagé,2,495,Moyen,Moyen,Pavé,0,0,0,0,287,0,NA,NA,NA,0,Juin,2008,Acte de garantie - Conventionnel,Vente normale,155000,11.951186847493476,55,55,55.0,2188.0,287,1.0,1
649,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,70,7700,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Proche d'un espace vert ou parc,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Moyenne,1966,1966,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Briques en façade,351,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,756,756.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1051,788,0,1839,0,0,1,1,4,1,Moyen,7,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1966.0,Non aménagé,2,442,Moyen,Moyen,Pavé,0,124,216,0,0,0,NA,NA,NA,0,Juin,2010,Acte de garantie - Conventionnel,Vente normale,155000,11.951186847493476,44,44,44.0,2595.0,340,1.5,1
650,PUD MULTI-NIVEAUX - INCLUT NIVEAUX DIVISÉS,Résidentiel densité moyenne,21,1936,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Meadow Village,Normale,Normale,Maison de ville (intérieur),Foyer divisé,En dessous de la moyenne,Au-dessus de la moyenne,1970,1970,Pignon,Bardeau composite standard,Panneau de ciment,Panneau de ciment,Aucune,0,Moyen,Moyen,CBlock,Bon,Moyen,Exposition au niveau moyen,Partiellement fini,131,Fini - Excellent,499,0,630.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,630,0,0,630,1,0,1,0,1,1,Moyen,3,Typ,0,NA,NA,,NA,0,0,NA,NA,Pavé,0,0,0,0,0,0,NA,Intimité minimale,NA,0,Décembre,2007,Acte de garantie - Conventionnel,Vente normale,84500,11.344518647594766,37,37,0.0,1260.0,0,2.0,0
651,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel flottant,65,8125,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison individuelle,Deux étages,Bon,Au-dessus de la moyenne,2007,2007,Pignon,Bardeau composite standard,Panneau de ciment,Panneau de ciment,NA,NA,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,0,Non fini,0,813,813.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,822,843,0,1665,0,0,2,1,3,1,Bon,7,Typ,0,NA,Attaché à la maison,2007.0,Partiellement aménagé,2,562,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Mai,2008,Acte de garantie - Conventionnel,Vente normale,205950,12.235393555399902,1,1,1.0,2478.0,0,2.5,1
652,2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel basse densité,60,9084,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Proche d'une artère principale,Normale,Maison individuelle,Deux étages,En dessous de la moyenne,Moyenne,1940,1950,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Exposition moyenne,Non fini,0,Non fini,0,755,755.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,755,755,0,1510,1,0,1,0,4,1,Moyen,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Détaché de la maison,1940.0,Non aménagé,1,296,Médiocre,Mauvais,Pavement partiel,120,0,0,0,0,0,NA,Intimité minimale,NA,0,Octobre,2009,Acte de garantie - Conventionnel,Vente normale,108000,11.58989576532275,69,59,69.0,2265.0,0,2.0,1
653,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,70,8750,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,1996,1996,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,0,Non fini,0,880,880.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,909,807,0,1716,0,0,2,1,2,1,Bon,7,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1996.0,Partiellement aménagé,2,512,Moyen,Moyen,Pavé,0,120,0,0,0,0,NA,NA,NA,0,Juillet,2009,Acte de garantie - Conventionnel,Vente normale,191000,12.160033942617156,13,13,13.0,2596.0,120,2.5,1
654,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,60,10320,Pavé,Gravier,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Iowa DOT et chemin de fer,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Bon,1906,1995,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,756,756.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,756,713,0,1469,0,0,1,0,3,1,Moyen,7,Typ,0,NA,Détaché de la maison,1906.0,Non aménagé,1,216,Moyen,Moyen,Pavé,57,0,239,0,0,0,NA,Intimité minimale,NA,0,Juin,2008,Acte de garantie - Conventionnel,Vente normale,135000,11.81303746480054,102,13,102.0,2225.0,239,1.0,1
655,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,91,10437,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge,Normale,Normale,Maison individuelle,Un étage,Très bon,Au-dessus de la moyenne,1995,1995,Pente,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Briques en façade,660,Bon,Bon,PConc,Bon,Moyen,Bonne exposition,Fini - Excellent,1696,Non fini,0,413,2109.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,2113,0,0,2113,1,0,2,1,2,1,Bon,7,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1995.0,Aménagé,3,839,Moyen,Moyen,Pavé,236,46,0,0,0,0,NA,NA,NA,0,Août,2008,Acte de garantie - Conventionnel,Vente normale,350000,12.765691290604371,13,13,13.0,4222.0,46,3.5,1
656,2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel densité moyenne,21,1680,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Briardale,Normale,Normale,Maison de ville (intérieur),Deux étages,Au-dessus de la moyenne,Moyenne,1971,1971,Pignon,Bardeau composite standard,Panneau dur,Stuc imitation,Briques en façade,381,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,525,525.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,525,567,0,1092,0,0,1,1,3,1,Moyen,6,Typ,0,NA,Détaché de la maison,1971.0,Non aménagé,1,264,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Mars,2010,Acte de garantie - Conventionnel,Vente entre membres de la famille,88000,11.38510345703214,39,39,39.0,1617.0,0,1.5,1
657,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,72,10007,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Bon,1959,2006,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Briques en façade,54,Bon,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,806,Non fini,0,247,1053.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1053,0,0,1053,1,0,1,1,3,1,Bon,5,Typ,0,NA,Attaché à la maison,1959.0,Partiellement aménagé,1,312,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,Intimité minimale,NA,0,Août,2008,Acte de garantie - Conventionnel,Vente normale,145500,11.8879382384223,49,2,49.0,2106.0,0,2.5,1
658,2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel basse densité,60,7200,Pavé,NA,Régulier,En pente - Forte inclinaison,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente modérée,Crawford,Normale,Normale,Maison individuelle,Deux étages,Bon,Au-dessus de la moyenne,1931,2000,Pignon,Bardeau composite standard,Stuc,Wd Shng,Aucune,0,Moyen,Médiocre,BrkTil,Bon,Moyen,Aucune exposition,Non fini,0,Non fini,0,776,776.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,851,651,0,1502,0,0,1,1,3,1,Moyen,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,1931.0,Partiellement aménagé,1,270,Moyen,Moyen,Pavement partiel,0,0,112,0,0,0,NA,Intimité minimale,NA,0,Février,2008,Acte de garantie - Conventionnel,Vente normale,149000,11.91170829631447,77,8,77.0,2278.0,112,1.5,1
659,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,78,17503,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Proche d'une artère principale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Moyenne,1948,1950,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,912,912.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,912,546,0,1458,0,1,1,0,3,1,Moyen,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,1948.0,Non aménagé,1,330,Moyen,Moyen,Pavé,192,0,0,0,0,0,NA,NA,NA,0,Janvier,2010,Acte de garantie - Conventionnel,Vente anormale,97500,11.487617913343598,62,60,62.0,2370.0,0,1.5,1
660,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,75,9937,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Edwards,Normale,Normale,Maison individuelle,Un étage,Moyenne,Bon,1964,1999,Pente,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Moyen,Bon,PConc,Moyen,Moyen,Aucune exposition,Partiellement fini,637,Non fini,0,849,1486.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1486,0,0,1486,1,0,1,0,3,1,Moyen,7,Typ,0,NA,Détaché de la maison,1968.0,Aménagé,2,480,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,Intimité minimale,NA,0,Mars,2009,Acte de garantie - Conventionnel,Vente normale,167000,12.025755079404917,45,10,41.0,2972.0,0,2.0,1
661,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,NA,12384,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Northwest Ames,Normale,Normale,Maison individuelle,Deux étages,Bon,Bon,1976,1976,Pignon,Bardeau composite standard,Contreplaqué,Contreplaqué,Briques en façade,233,Moyen,Moyen,CBlock,Bon,Moyen,Aucune exposition,Non fini,0,Non fini,0,793,793.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1142,793,0,1935,0,0,2,1,3,1,Moyen,7,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1976.0,Partiellement aménagé,2,550,Moyen,Moyen,Pavé,0,113,252,0,0,0,NA,NA,NA,0,Novembre,2007,Acte de garantie - Conventionnel,Vente normale,197900,12.19552218463499,31,31,31.0,2728.0,365,2.5,1
