identifiant,type_de_logement,zonage_classification,facade_en_pieds,superficie_du_lot_pieds,type_de_route,acces_a_une_allee,forme_du_lot,topographie_du_terrain,services_publics_disponibles,configuration_du_lot,inclinaison_du_terrain,quartier,proximite_1ere_condition,proximite_2e_condition,type_de_batiment,style_de_maison,qualite_globale,etat_general,annee_de_construction,annee_de_renovation,style_de_toit,materiau_du_toit,revetement_exterieur_1,revetement_exterieur_2,type_de_parement_en_maconnerie,surface_de_parement_pieds,qualite_exterieure,etat_exterieur,type_de_fondation,qualite_du_sous_sol,etat_general_du_sous_sol,exposition_du_sous_sol,type_de_finition_sous_sol_1,surface_finie_sous_sol,type_de_finition_sous_sol_2,surface_finie_sous_sol_2,surface_non_finie_sous_sol,total_surface_sous_sol,type_de_chauffage,qualite_du_chauffage,climatisation_centrale,systeme_electrique,surface_du_premier_etage,surface_du_deuxieme_etage,surface_finie_basse_qualite_pieds,surface_habitable_totale,salles_de_bain_completes_sous_sol,demi_salles_de_bain_sous_sol,salles_de_bain_completes,demi_salles_de_bain,chambres_hors_sous_sol,cuisines_hors_sous_sol,qualite_de_la_cuisine,total_des_pieces_hors_sous_sol,fonctionnalite_globale,nombre_de_cheminees,qualite_de_la_cheminee,type_de_garage,annee_de_construction_du_garage,finition_interieure_du_garage,capacite_du_garage_voitures,surface_du_garage,qualite_du_garage,condition_du_garage,allee_pavee,surface_du_deck_en_bois,surface_du_porche_ouvert,porche_ferme,porche_trois_saisons,porche_screen,surface_de_la_piscine_pieds,qualite_de_la_piscine,cloture,caracteristiques_supplementaires,valeur_des_caracteristiques_supplementaires,mois_de_vente,annee_de_vente,type_de_vente,condition_de_la_vente,prix_de_vente
676,2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel basse densité,24,2289,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northpark Villa,Normale,Normale,Maison de ville (intérieur),Deux étages,Au-dessus de la moyenne,Au-dessus de la moyenne,1978,1978,Pignon,Bardeau composite standard,Contreplaqué,Brique commune,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,311,Non fini,0,544,855.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,855,586,0,1441,0,0,2,1,3,1,Moyen,7,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1978,Non aménagé,2,440,Moyen,Moyen,Pavé,28,0,0,0,0,0,NA,NA,NA,0,Avril,2009,Acte de garantie - Conventionnel,Vente normale,148500
677,2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,60,9600,Pavé,Gravier,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,Deux étages,En dessous de la moyenne,Mauvais,1900,1950,Pignon,Bardeau composite standard,Bardeaux en amiante,Stuc,Aucune,0,Moyen,Moyen,BrkTil,Moyen,Médiocre,Aucune exposition,Non fini,0,Non fini,0,1095,1095.0,Chauffage à gaz (chaudière),Médiocre,Non,Disjoncteurs,1095,679,0,1774,1,0,2,0,4,2,Moyen,8,Min2,0,NA,Plus d'un type de garage,1920,Non aménagé,3,779,Médiocre,Médiocre,Gravier/Terre,0,0,90,0,0,0,NA,NA,NA,0,Mai,2006,Acte de garantie - Conventionnel,Vente normale,87000
678,1 ÉTAGE 1945 ET PLUS ANCIEN,Résidentiel basse densité,52,9022,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,Un étage,Moyenne,Très bon,1924,2006,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,768,768.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,792,0,0,792,0,0,1,0,2,1,Bon,5,Typ,0,NA,Détaché de la maison,1924,Non aménagé,1,240,Médiocre,Médiocre,Gravier/Terre,316,0,120,0,0,0,NA,NA,NA,0,Mai,2009,Acte de garantie - Conventionnel,Vente normale,109500
679,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,80,11844,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Stone Brook,Normale,Normale,Maison individuelle,Un étage,Très bon,Moyenne,2008,2008,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Pierre,464,Bon,Moyen,PConc,Excellent,Moyen,Exposition moyenne,Non fini,0,Non fini,0,2046,2046.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,2046,0,0,2046,0,0,2,1,3,1,Bon,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2008,Aménagé,3,834,Moyen,Moyen,Pavé,322,82,0,0,0,0,NA,NA,NA,0,Juillet,2009,Maison neuve construite et vendue,Maison incomplète,372500
680,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,NA,9945,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer,Normale,Normale,Maison individuelle,Un étage,Moyenne,Moyenne,1961,1961,Pente,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Briques en façade,57,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,827,Non fini,0,161,988.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,988,0,0,988,1,0,1,0,3,1,Moyen,5,Typ,0,NA,Détaché de la maison,1963,Non aménagé,2,572,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Octobre,2007,Acte de garantie - Conventionnel,Vente normale,128500
681,1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel basse densité,50,8012,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer Ouest,Normale,Normale,Maison de ville (bout),Un étage,Au-dessus de la moyenne,Moyenne,1980,1980,Pignon,Bardeau composite standard,Contreplaqué,Contreplaqué,Aucune,0,Moyen,Moyen,CBlock,Bon,Moyen,Aucune exposition,Partiellement fini,543,Partiellement fini,119,261,923.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,923,0,0,923,0,0,2,0,2,1,Moyen,5,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1980,Partiellement aménagé,1,264,Moyen,Moyen,Pavé,80,0,0,0,0,0,NA,NA,NA,0,Mai,2010,Acte de garantie - Conventionnel,Vente normale,143000
682,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel haute densité,55,4500,Pavé,Pavé,Modérément irrégulier,Bordure - Montée rapide,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sud et Ouest de l'Université d'État de l'Iowa,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Moyenne,Moyenne,1932,2000,Pignon,Bardeau composite standard,Revêtement en vinyle,Stuc,Aucune,0,Moyen,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,182,Non fini,0,611,793.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,848,672,0,1520,0,0,1,0,3,1,Moyen,6,Typ,0,NA,Détaché de la maison,1968,Non aménagé,1,281,Moyen,Moyen,Pavé,0,0,56,0,0,0,NA,NA,NA,0,Juillet,2009,Acte de garantie - Conventionnel,Vente anormale,159434
683,1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel basse densité,NA,2887,Pavé,NA,Régulier,En pente - Forte inclinaison,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Clear Creek,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,1996,1997,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0,Moyen,Moyen,PConc,Bon,Moyen,Exposition moyenne,Fini - Excellent,1003,Non fini,0,288,1291.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1291,0,0,1291,1,0,1,0,2,1,Bon,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,1996,Non aménagé,2,431,Moyen,Moyen,Pavé,307,0,0,0,0,0,NA,NA,NA,0,Novembre,2008,Acte de garantie - Conventionnel,Vente normale,173000
684,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,90,11248,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Excellent,Moyenne,2002,2002,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Pierre,215,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,1059,Non fini,0,567,1626.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1668,0,0,1668,1,0,2,0,3,1,Bon,7,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,2002,Aménagé,3,702,Moyen,Moyen,Pavé,257,45,0,0,0,0,NA,NA,NA,0,Juillet,2007,Acte de garantie - Conventionnel,Vente normale,285000
685,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,58,16770,Pavé,NA,Modérément irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Northridge,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,1998,1998,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,30,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,0,Non fini,0,1195,1195.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1195,644,0,1839,0,0,2,1,4,1,Moyen,7,Typ,0,NA,Attaché à la maison,1998,Aménagé,2,486,Moyen,Moyen,Pavé,0,81,0,0,0,0,NA,NA,NA,0,Juin,2010,Acte de garantie - Conventionnel,Vente normale,221000
686,2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel basse densité,NA,5062,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Stone Brook,Normale,Normale,Maison de ville (bout),Deux étages,Bon,Moyenne,1984,1984,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Aucune,0,Bon,Moyen,CBlock,Bon,Moyen,Exposition moyenne,Fini - Excellent,828,Fini - Qualité inférieure,182,180,1190.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1190,900,0,2090,1,0,2,0,3,1,Bon,6,Min1,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1984,Aménagé,2,577,Moyen,Moyen,Pavé,219,0,0,0,0,0,NA,NA,NA,0,Septembre,2007,Acte de garantie - Conventionnel,Vente normale,207500
687,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel flottant,84,10207,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison individuelle,Deux étages,Bon,Au-dessus de la moyenne,2007,2007,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,0,Non fini,0,874,874.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,874,887,0,1761,0,0,3,0,3,1,Bon,7,Typ,0,NA,Attaché à la maison,2007,Aménagé,2,578,Moyen,Moyen,Pavé,144,105,0,0,0,0,NA,NA,NA,0,Août,2007,Maison neuve construite et vendue,Maison incomplète,227875
688,2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel flottant,NA,5105,Pavé,NA,Modérément irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Double façade,Pente douce,Somerset,Normale,Normale,Maison de ville (bout),Deux étages,Bon,Moyenne,2004,2004,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,239,Non fini,0,312,551.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,551,551,0,1102,0,0,2,1,2,1,Bon,4,Typ,0,NA,Détaché de la maison,2004,Non aménagé,2,480,Moyen,Moyen,Pavé,0,60,0,0,0,0,NA,NA,NA,0,Mars,2007,Acte de garantie - Conventionnel,Vente normale,148800
689,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,60,8089,Pavé,NA,Régulier,En pente - Forte inclinaison,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Stone Brook,Normale,Normale,Maison individuelle,Un étage,Très bon,Au-dessus de la moyenne,2007,2007,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Briques en façade,0,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,945,Non fini,0,474,1419.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1419,0,0,1419,1,0,2,0,2,1,Bon,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2007,Partiellement aménagé,2,567,Moyen,Moyen,Pavé,140,0,0,0,0,0,NA,NA,NA,0,Octobre,2007,Maison neuve construite et vendue,Maison incomplète,392000
690,1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel basse densité,61,7577,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Northridge Heights,Normale,Normale,Maison de ville (bout),Un étage,Au-dessus de la moyenne,Moyenne,2005,2006,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Pierre,256,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Moyenne,20,Non fini,0,1342,1362.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1362,0,0,1362,0,0,2,0,2,1,Bon,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2005,Partiellement aménagé,2,460,Moyen,Moyen,Pavé,192,28,0,0,0,0,NA,NA,NA,0,Juin,2007,Acte de garantie - Conventionnel,Vente normale,194700
691,1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel densité moyenne,NA,4426,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison de ville (bout),Un étage,Au-dessus de la moyenne,Moyenne,2004,2004,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,147,Bon,Moyen,PConc,Bon,Moyen,Bonne exposition,Fini - Excellent,697,Non fini,0,151,848.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,848,0,0,848,1,0,1,0,1,1,Bon,3,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,2004,Partiellement aménagé,2,420,Moyen,Moyen,Pavé,149,0,0,0,0,0,NA,NA,NA,0,Mai,2008,Acte de garantie - Conventionnel,Vente normale,141000
692,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,104,21535,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Northridge,Normale,Normale,Maison individuelle,Deux étages,Très excellent,Au-dessus de la moyenne,1994,1995,Pignon,Bardeau en bois,Panneau dur,Panneau dur,Briques en façade,1170,Excellent,Moyen,PConc,Excellent,Moyen,Bonne exposition,Fini - Excellent,1455,Non fini,0,989,2444.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,2444,1872,0,4316,0,1,3,1,4,1,Excellent,10,Typ,2,Excellent - Cheminée en maçonnerie exceptionnelle,Attaché à la maison,1994,Aménagé,3,832,Moyen,Moyen,Pavé,382,50,0,0,0,0,NA,NA,NA,0,Janvier,2007,Acte de garantie - Conventionnel,Vente normale,755000
693,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,42,26178,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente modérée,Timberland,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,1989,1990,Pente,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Briques en façade,293,Bon,Moyen,PConc,Bon,Moyen,Bonne exposition,Fini - Excellent,965,Non fini,0,245,1210.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1238,1281,0,2519,1,0,2,1,4,1,Bon,9,Typ,2,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,1989,Partiellement aménagé,2,628,Moyen,Moyen,Pavé,320,27,0,0,0,0,NA,NA,NA,0,Avril,2006,Acte de garantie - Conventionnel,Vente normale,335000
694,1 ÉTAGE 1945 ET PLUS ANCIEN,Résidentiel basse densité,60,5400,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente sévère,Vieille Ville,Normale,Normale,Maison individuelle,Un étage,Moyenne,Au-dessus de la moyenne,1921,1968,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Moyen,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,1073,1073.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1073,0,0,1073,0,0,1,0,2,1,Moyen,4,Typ,0,NA,Détaché de la maison,1968,Non aménagé,1,326,Moyen,Moyen,Pavé,0,0,112,0,0,0,NA,NA,NA,0,Décembre,2006,Acte de garantie - Conventionnel,Vente anormale,108480
695,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,51,6120,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Brookside,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Moyenne,Au-dessus de la moyenne,1936,1950,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0,Moyen,Médiocre,BrkTil,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,927,927.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1067,472,0,1539,0,0,1,1,3,1,Moyen,5,Typ,0,NA,Détaché de la maison,1995,Non aménagé,2,576,Moyen,Moyen,Pavé,112,0,0,0,0,0,NA,Intimité minimale,NA,0,Avril,2009,Acte de garantie - Conventionnel,Vente normale,141500
696,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,54,13811,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Timberland,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Au-dessus de la moyenne,1987,1987,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Briques en façade,72,Moyen,Moyen,CBlock,Bon,Bon,Aucune exposition,Fini - Excellent,980,Fini - Qualité inférieure,40,92,1112.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1137,0,0,1137,1,0,2,0,2,1,Bon,5,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1987,Non aménagé,2,551,Moyen,Moyen,Pavé,125,0,0,0,0,0,NA,NA,NA,0,Juillet,2006,Acte de garantie - Conventionnel,Vente normale,176000
697,1 ÉTAGE 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,50,6000,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Brookside,Normale,Normale,Maison individuelle,Un étage,Moyenne,Bon,1921,1950,Pignon,Bardeau composite standard,Revêtement en bois,Wd Shng,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Qualité inférieure,616,Non fini,0,0,616.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,616,0,0,616,0,0,1,0,2,1,Moyen,4,Typ,0,NA,Détaché de la maison,1921,Non aménagé,1,205,Moyen,Moyen,Pavé,0,0,129,0,0,0,NA,NA,NA,0,Juin,2006,Acte de garantie - Conventionnel,Vente normale,89000
698,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,57,6420,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Normale,Normale,Maison individuelle,Un étage,Moyenne,Bon,1952,1952,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0,Moyen,Moyen,PConc,Excellent,Bon,Exposition moyenne,Fini - Qualité inférieure,210,Fini - Moyenne,551,219,980.0,Chauffage à gaz,Médiocre,Oui,Fusibles anciens,1148,0,0,1148,0,1,1,0,2,1,Moyen,6,Typ,0,NA,Détaché de la maison,1952,Non aménagé,1,308,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Septembre,2006,Acte de garantie - Conventionnel,Vente normale,123500
699,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,65,8450,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer,Adjacente à une voie ferrée est-ouest,Normale,Maison individuelle,Un étage,Moyenne,Très bon,1965,2009,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Moyen,Bon,CBlock,Moyen,Moyen,Aucune exposition,Fini - Excellent,553,Partiellement fini,117,224,894.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,894,0,0,894,1,0,1,0,3,1,Moyen,5,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Détaché de la maison,1973,Non aménagé,1,336,Moyen,Moyen,Pavé,416,144,0,0,0,0,NA,Intimité minimale,NA,0,Avril,2010,Acte de garantie - Conventionnel,Vente normale,138500
700,1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel flottant,59,4282,Pavé,Pavé,Modérément irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison de ville (bout),Un étage,Bon,Moyenne,2004,2004,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Bon,Moyen,PConc,Bon,Moyen,Exposition moyenne,Fini - Excellent,16,Non fini,0,1375,1391.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1391,0,0,1391,0,0,2,0,2,1,Bon,5,Typ,0,NA,Attaché à la maison,2004,Partiellement aménagé,2,530,Moyen,Moyen,Pavé,156,158,0,0,0,0,NA,NA,NA,0,Juillet,2008,Acte de garantie - Conventionnel,Vente normale,196000
701,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,85,14331,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Timberland,Normale,Normale,Maison individuelle,Un étage,Très bon,Moyenne,2002,2002,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,630,Bon,Moyen,PConc,Excellent,Moyen,Bonne exposition,Fini - Excellent,1274,Non fini,0,526,1800.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1800,0,0,1800,1,0,2,0,3,1,Bon,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2002,Aménagé,3,765,Moyen,Moyen,Pavé,270,78,0,0,0,0,NA,NA,NA,0,Mai,2006,Acte de garantie - Conventionnel,Vente normale,312500
702,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,80,9600,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northwest Ames,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,1969,1969,Pente,Bardeau composite standard,Panneau dur,Panneau dur,Briques en façade,168,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,1164,1164.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1164,0,0,1164,0,0,1,1,3,1,Moyen,6,Typ,0,NA,Attaché à la maison,1969,Non aménagé,2,528,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Juillet,2006,Acte de l'officier judiciaire/Etat,Vente normale,140000
703,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,82,12438,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Stone Brook,Normale,Normale,Maison individuelle,Deux étages,Très bon,Moyenne,2006,2006,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,466,Excellent,Moyen,PConc,Excellent,Bon,Aucune exposition,Non fini,0,Non fini,0,1234,1234.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1264,1312,0,2576,0,0,2,1,4,1,Excellent,10,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,"Garage intégré (fait partie de la maison, souvent avec une pièce au-dessus)",2006,Aménagé,3,666,Moyen,Moyen,Pavé,324,100,0,0,0,0,NA,NA,NA,0,Juillet,2006,Maison neuve construite et vendue,Maison incomplète,361919
704,CONVERSION 2 FAMILLES - TOUS STYLES ET ÂGES,Résidentiel densité moyenne,76,7630,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Proche d'une route secondaire,Normale,Conversion deux familles,Deux étages,Moyenne,Excellent,1900,1996,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0,Moyen,Bon,BrkTil,Bon,Moyen,Aucune exposition,Non fini,0,Non fini,0,360,360.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1032,780,0,1812,0,0,2,0,4,2,Bon,8,Typ,1,Mauvais - Poêle de type Ben Franklin,Détaché de la maison,1999,Non aménagé,2,672,Moyen,Moyen,Gravier/Terre,344,0,40,0,0,0,NA,Intimité minimale,NA,0,Mai,2010,Acte de garantie - Conventionnel,Vente normale,140000
